cryptocurrency,Oportunidades,Porcentaje,Spread Promedio,Spread Máximo
BTC,719091,23.83759206477701,-4.8461794216513745,48.50957279075006
ETH,409476,16.030423180998195,-0.05061425013176307,13.522935779816525
XRP,282521,11.599113524094804,0.0093003696184076,8.318584070796453
